QC Plate,QC Plate Row,QC Plate Column,QC Well,Progenitor Plate,Progenitor Well,Predicted Progenitor Transposon Coordinates,Progenitor Locatabilities,Hoped For Transposon,Confirmed Predicted Transposon Coordinates,Features Disrupted,Distances of Transposon from Translation Starts,Fractional Distances of Transposon from Translation Starts,Locus Tags,Prediction Correct,Got What I Wanted
2,PR01,PC02,A03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,A12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,B12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,C12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,D12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,E12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,F12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,G12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
2,PR01,PC02,H12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,A12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,B12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,C12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,D12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,E12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,F12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,G12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
3,PR01,PC03,H12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A03,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A04,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A05,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A06,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A07,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A08,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A09,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A10,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A11,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,A12,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,B01,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
4,PR01,PC04,B02,,,NA,NA,NA,-1,NA,NA,NA,Blank,No,NA
